,rating,review,app,source,sentiment,normalized_review,theme
622,1,"this is the only way my county will apparently let me report a problem, but it doesn’t work. i downloaded the app and followed the instructions only to be told i already had an account. how is that possible when i’ve never used the app before? i then tried to register using my husband’s e-mail address & waited for a one time password to be sent. it never happened. i guess this is now a convenient way for our local government folks to hide behind their desks and get paid for doing nothing!",SeeClickFix,Apple,"[{'label': 'surprise', 'score': 0.6998404860496521}, {'label': 'sadness', 'score': 0.11098234355449677}]",way county apparently let problem work download follow instruction tell account possible try register husband e mail address wait time password send happen guess convenient way local government folk hide desk pay,0_car_enforcement_case_street
623,1,"utility of the app is significantly reduced because the only way to attach a photo is most recent or camera. one cannot go to their library, and one cannot select multiple photos to upload. this functionality used to work in earlier versions of the app, but seems to not work. when trying to upload those photos from the iphone library, the app goes back to the starting screen with no results. they need to fix this for the app to have any utility",SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.55574631690979}, {'label': 'neutral', 'score': 0.3137213885784149}]",utility significantly reduce way attach photo recent camera library select multiple photo upload functionality work early version work try upload photo iphone library starting screen result need fix utility,8_upload_photo_picture_camera
625,1,"i used the app to take a photo of a water leak to report and it even showed the photo in the preview. as soon as i hit submit it choose the last photo from my camera album and not the one i just took in the app, which was a photo for work with sensitive data in view! now i can’t even delete the post and it is available for anyone to view! emailed the support group and flagged the post but still no take down. i’m furious and no way should this have been allowed to happen",SeeClickFix,Apple,"[{'label': 'anger', 'score': 0.9921748042106628}, {'label': 'sadness', 'score': 0.002156315604224801}]",photo water leak photo preview soon hit submit choose photo camera album photo work sensitive datum view delete post available view email support group flag post furious way allow happen,-1_edit_post_website_new
630,1,"this used to be great but now i haven't been able to submit a report. the new ""location validation"" won't let me write the address and is making me try to choose an old report that was never closed that doesn't have the exact address. so when i hit submit i get an error message now saying the address isn't legitimate because it gives an address range and won't let me pinpoint a new location. (for illegal trash dumping). so many questions to ask and a waste of time now!",SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.7989778518676758}, {'label': 'surprise', 'score': 0.0688876211643219}]",great able submit new location validation let write address try choose old close exact address hit submit error message address legitimate address range let pinpoint new location illegal trash dumping question ask waste time,5_location_map_category_gps
631,1,"i made an account and my city that i live in does use this and resolves issues quickly. however, i get several emails everyday of other posts in my neighborhood, have unsubscribed to everything, and messaged support three times now asking them to delete my account (it always tells me there is an error when i try to do it myself…). so, i would highly suggest just not using this platform unless you enjoy email spam and no support from their support email.",SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.5606037974357605}, {'label': 'sadness', 'score': 0.19228459894657135}]",account live use resolve issue quickly email everyday post neighborhood unsubscribe message support time ask delete account tell error try highly suggest platform enjoy email spam support support email,4_password_register_reset_login
635,2,"it's easier to report on this app than on dc's 311 app, but on either one good luck getting better than a 10% success rate. i've reported around 150 items in the last 2 years in dc. maybe 6 or 7 have been fixed. it's far too easy for cities to close out requests without doing anything at all. seeclickfix should require a photo before cities can ""close"" a problem that has likely just been ignored.",SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.6490145921707153}, {'label': 'surprise', 'score': 0.22556772828102112}]",easy dc good luck success rate item year dc maybe fix far easy close request seeclickfix require photo close problem likely ignore,-1_edit_post_website_new
641,2,there needs to be a catch all section for issues that don’t fit nicely into the selected issues. dead fixed a water line break in front of my home last october/november and broke my curb and messed up my grass from the sidewalk to the street and i am unable to report this issue on the app. the work still has not been corrected and my front yard looks a mess. please fix this issue,SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.8124133944511414}, {'label': 'neutral', 'score': 0.11048460006713867}]",need catch section issue fit nicely select issue dead fix water line break home october november break curb mess grass sidewalk street unable issue work correct yard look mess fix issue,0_car_enforcement_case_street
643,1,"after using this service for many years it seems more like a middle man to getting anything done, and many things seem to die with that middle man. if you have an issue in your town your better off heading down to the office to speak to a person the old fashioned way, or even giving a call would likely work better, heck sending a telegram might even work better! overall i am not impressed by this app and find it has no need for existence.",SeeClickFix,Apple,"[{'label': 'surprise', 'score': 0.9170772433280945}, {'label': 'neutral', 'score': 0.061152148991823196}]",service year like middle man thing die middle man issue head office speak person old fashioned way likely work heck send telegram work overall impress find need existence,0_car_enforcement_case_street
646,1,"the app is extremely useful and effective when it works, but it has a lot of bugs with ios 26. entered text gets garbled when making selections from the drop downs. when it works, it works and if the reports are detailed, honest, and well intentioned, repairs often occur, which is great for the city and its residents. if they update the app for ios 26, it will be much more useful, but they have not done that yet.",SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.7370032072067261}, {'label': 'sadness', 'score': 0.11897395551204681}]",extremely useful effective work lot bug io enter text garbled selection drop work work detail honest intentione repair occur great resident update io useful,0_car_enforcement_case_street
647,2,see click fix seems to be a useful tool for bringing non critical issues to the attention of city workers. in the hands of self-appointed watchdogs with beefs against their neighbors it is sometimes abused. some of the issues seem like they would be better resolved by knocking on your neighbor’s door and discussing the matter. i wish it was possible to comment on individual complaints.,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.4140463173389435}, {'label': 'sadness', 'score': 0.33880937099456787}]",click fix useful tool bring non critical issue attention worker hand self appoint watchdog beef neighbor abuse issue like resolve knock neighbor door discuss matter wish possible comment individual complaint,0_car_enforcement_case_street
666,2,to find requests without hours of spare time for scrolling i kindly request a filter based on type of request. real life example: dozens of illegal dumping requests that i don’t want to see are effectively hiding the few entries i do want to see unless i pick through one by one. luckily computing devices are great at this very thing!,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.6557644009590149}, {'label': 'surprise', 'score': 0.14730018377304077}]",find request hour spare time scroll kindly request filter base type request real life example dozen illegal dumping request want effectively hide entry want pick luckily compute device great thing,-1_edit_post_website_new
671,1,"i am unable to make new actual requests, only post to neighbors. none of mine have been even acknowledged in months, when they used to get fixed within the week. can’t find anywhere why. their q&a section only says that posting to neighbors is an option, but for me there are no other options.",SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.4595659375190735}, {'label': 'sadness', 'score': 0.27466338872909546}]",unable new actual request post neighbor acknowledge month fix week find section post neighbor option option,-1_edit_post_website_new
674,2,"nice idea but super buggy. the app scrambles text i enter in the description and then select a dropdown. also when i comment on an issue it sometimes doesn’t appear, but when i close the app,reopen the app, and recomment thinking that it failed to submit- it now has both comments.",SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.688437819480896}, {'label': 'surprise', 'score': 0.17183510959148407}]",nice idea super buggy scramble text enter description select dropdown comment issue appear close reopen recomment thinking fail comment,12_ui_box_text_screen
685,1,"this app seems to have been taken over by the school system here in miami, everything you post requires you to provide name of school, type of school, are you the principal and your initials if you're the school administrator. this seems ridiculus to me and has been this way for well over a year. it has rendered this app useless in dade county in my opinion, perhaps maybe that was the intent.",SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.5104517340660095}, {'label': 'anger', 'score': 0.1997566968202591}]",school system miami post require provide school type school principal initial school administrator ridiculus way year render useless dade county opinion maybe intent,0_car_enforcement_case_street
692,1,"app never works (and hasn’t for over 2 years). i have to go online to submit issues every time, and then the city of new haven ignores them. bonus is that other new haveners will attack you for reporting illegal activity. i’ve tried emailing seeclickfix, and they ignore my emails or respond condescendingly with no help. just a sad company and a sad city.",SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.9817904233932495}, {'label': 'surprise', 'score': 0.007594513241201639}]",work year online submit issue time new ignore bonus new havener attack illegal activity try email seeclickfix ignore email respond condescendingly help sad company sad,-1_edit_post_website_new
694,2,the option to close a reported issue is not available in the ios version of this app on a ipad air 2. i had to login to the site using my computer and a browser to close incidents reporting potholes. if that could be fixed or made more user friendly i would give it 5 stars.,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.511084258556366}, {'label': 'sadness', 'score': 0.40412890911102295}]",option close reported issue available ios version ipad air login site computer browser close incident pothole fix user friendly star,9_iphone_update_phone_application
696,2,i am unable to even submit a report. it fails to submit and will not let me submit the answers to required questions. the one time i think i was able to get it to work (not sure how) it didn’t seem to help. city of oakland didn’t get involved.,SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.9242382049560547}, {'label': 'surprise', 'score': 0.03741517663002014}]",unable submit fail submit let submit answer require question time think able work sure help oakland involve,11_submit issue_question_answer_form
697,2,"comments should be anonymous. you should be able to remove or edit your own comments. the officials can actually see your email if you report anonymous, defeating the anonymity. there is no way in the app to change your email once your anonymity has been breached.",SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.9538751840591431}, {'label': 'surprise', 'score': 0.013866695575416088}]",comment anonymous able remove edit comment official actually email anonymous defeat anonymity way change email anonymity breach,-1_edit_post_website_new
698,1,"if this is a review of the app, it is a good idea but less than effective. locations are not always accurate. if this is an evaluation of action by the town on fixing, it is a failure. too often a reply indicating case closed is received. perhaps the system should be renamed see-click- ignore or see-click-stopbotheringus.",SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.5313538908958435}, {'label': 'neutral', 'score': 0.3425348103046417}]",review good idea effective location accurate evaluation action fix failure reply indicate case close receive system rename ignore click stopbotheringus,0_car_enforcement_case_street
699,1,"repeatedly receive ""connection error"" message when trying to add comment to open issue. although you must create an account to use, there's no way to recall or review posts you've made, you have to find it from the map view. no way to limit the list of open tickets by issue.",SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.5392364263534546}, {'label': 'sadness', 'score': 0.29465869069099426}]",repeatedly receive connection error message try add comment open issue create account use way recall review post find map view way limit list open ticket issue,13_network_connect_connection_verify
708,1,over the past 6 to 7 months the see click fix for the city and north port is just closing all citizens concerns. pointing them to a different website to see when the case hearing has been updated. app responders are very rude. and the numbers are not matching up. total waste of my time to use this app. as the concerns are just closed so they can have good numbers.,SeeClickFix,Apple,"[{'label': 'anger', 'score': 0.8439167141914368}, {'label': 'neutral', 'score': 0.0757691040635109}]",past month click fix north port close citizen concern point different website case hearing update responder rude number match total waste time use concern close good number,0_car_enforcement_case_street
710,1,filing a simple ticket via this dumpster fire if an app is incredibly frustrating. things that should be checkboxes take multiple screens. errors are not reported next to the ui affordance used to fix them. what should be a simple 1 minute tasks is a 3 minute exercise in frustration and failure. please see click and fix this app.,SeeClickFix,Apple,"[{'label': 'anger', 'score': 0.9527521133422852}, {'label': 'sadness', 'score': 0.029017793014645576}]",file simple ticket dumpster fire incredibly frustrating thing checkboxe multiple screen error ui affordance fix simple minute task minute exercise frustration failure click fix,12_ui_box_text_screen
712,1,i've sent in the same request 3 times. with being told the route supervisor has the information. don't know what y'all pay him but he's not done anything for me in 2 months. we have huge trash piles on hancock place and idlewood drive also. haven't seen a truck in months. so this app doesn't work for me.,SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.7978026866912842}, {'label': 'surprise', 'score': 0.11357899755239487}]",send request time tell route supervisor information know pay month huge trash pile hancock place idlewood drive truck month work,0_car_enforcement_case_street
715,2,"regardless of actual connectivity (wireless or cellular), this app always presents bogus reports of not being able to connect to the internet when adding comments to either a new report or an existing one. seriously, people? super lame, and really reduces functionality of this app. fix your mess.",SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.39429545402526855}, {'label': 'anger', 'score': 0.2608763575553894}]",regardless actual connectivity wireless cellular present bogus able connect internet add comment new exist seriously super lame reduce functionality fix mess,13_network_connect_connection_verify
716,1,"after this app got a big upgrade recently, when you tapped a link in an email notification, it didn’t open the issue and there was no way to find it. now it does open the issue, but when you tap to vote or change the status, nothing happens. used to be useful, now it’s junk.",SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.40792548656463623}, {'label': 'neutral', 'score': 0.35708075761795044}]",big upgrade recently tap link email notification open issue way find open issue tap vote change status happen useful junk,9_iphone_update_phone_application
723,1,"the principal of the website is good however, site navigation is poor and the response to posted issues is non existent or extremely slow resolution. some items have taken months or even years to to be addressed.",SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.5435653328895569}, {'label': 'neutral', 'score': 0.3880482316017151}]",principal website good site navigation poor response post issue non existent extremely slow resolution item month year address,-1_edit_post_website_new
726,1,this used to be a great app! now i can’t figure out how to report an issue to anyplace but my “neighbors.” i want to report issues to the city! my neighbors already know about the issues. the app is no longer intuitive at all. i do not recommend it and will delete it from my phone as soon as i finish this review.,SeeClickFix,Apple,"[{'label': 'surprise', 'score': 0.422722190618515}, {'label': 'sadness', 'score': 0.34514129161834717}]",great figure issue anyplace neighbor want issue neighbor know issue long intuitive recommend delete phone soon finish review,9_iphone_update_phone_application
728,1,"the city ignores most complaints. example: the terrible open sewer smell in north shore park, particularly behind the pool, is caused by a buildup of sargassum seaweed. this should be collected and removed. multiple complaints have been made by multiple people over the past few weeks and nothing gets done",SeeClickFix,Apple,"[{'label': 'disgust', 'score': 0.7922402620315552}, {'label': 'fear', 'score': 0.12502199411392212}]",ignore complaint example terrible open sewer smell north shore park particularly pool cause buildup sargassum seaweed collect remove multiple complaint multiple past week,7_trash_dump_notify_mayor
730,1,"amazed at how expeditiously the city responded to the pothole threatening my low profile wrx! that was awesome! they came earlier than me leaving, and filled it so i could leave safely and begin my day! big up to that street crew!!! don’t know how it will stand up to the plows this winter… but we’ll cross that bridge if we get to it. meantime… great job street patch crew!!! ya’ll rock!!!💯💪🏽",SeeClickFix,Apple,"[{'label': 'surprise', 'score': 0.9384042024612427}, {'label': 'anger', 'score': 0.01974647492170334}]",amazed expeditiously respond pothole threaten low profile wrx awesome come early leave fill leave safely begin day big street crew know stand plow winter cross bridge meantime great job street patch crew,0_car_enforcement_case_street
731,1,they just recently updated the app. they have a bad bug on iphone: when selecting day of rash pickup and yes/no choice the accept button is not visible. i couldn’t usd it on my phone at all and had to navigate their very poorly designed website. get some competent people!,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.6505310535430908}, {'label': 'sadness', 'score': 0.16404053568840027}]",recently update bad bug iphone select day rash pickup yes choice accept button visible usd phone navigate poorly design website competent,9_iphone_update_phone_application
733,1,"i am trying to reset my password and this app has sent me a link via email to reset it. however, the app continually takes me back to the main page with no password reset. it just keeps asking me to sign up or sign in, and when i can’t sign in i am asked me again for my email to reset my password.",SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.7644817233085632}, {'label': 'neutral', 'score': 0.13044123351573944}]",try reset password send link email reset continually main page password reset ask sign sign sign ask email reset password,4_password_register_reset_login
740,1,"the ability to submit answers to questions is not scaling, making it impossible to answer the required questions for requests. does not function on iphone 12 mini, and i am assuming iphones with less resolution.",SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.5685363411903381}, {'label': 'neutral', 'score': 0.27736905217170715}]",ability submit answer question scale impossible answer require question request function iphone mini assume iphone resolution,9_iphone_update_phone_application
741,1,"it’s honestly super disgusting that they have “encampment” as an issue for this app! people don’t have anywhere else to go, and continuing to traumatize and displace them does not solve the problem. it just hides it away from people who don’t want to face the reality of the housing crisis.",SeeClickFix,Apple,"[{'label': 'disgust', 'score': 0.9853589534759521}, {'label': 'anger', 'score': 0.004954170901328325}]",honestly super disgusting encampment issue continue traumatize displace solve problem hide away want face reality housing crisis,1_live_disgusting_human_life
743,2,"i keep getting notices that this issue is still open and that i should close it out if it has been resolved. first, that seems backwards, but there is no mechanism on the app for me to do that.",SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.49856722354888916}, {'label': 'neutral', 'score': 0.389264851808548}]",notice issue open close resolve backwards mechanism,3_close_waste time_waste_complete
746,1,"after updating to ios 13.5, no longer able to upload photos from photo library or recent photos,etc. prior to update no problem with uploads. one of the only reasons i use this app, was the ease of use. take a photo, upload, “bam “pretty much done reporting a issue to city. device is xs max, ver 13.5",SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.3689540922641754}, {'label': 'surprise', 'score': 0.3486456573009491}]",update io long able upload photo photo library recent photo etc prior update problem upload reason use ease use photo upload bam pretty issue device xs max ver,8_upload_photo_picture_camera
751,1,"update: sadly i must revoke my review. for some reason the app was completely changed and ruined with a bizarre format, horrid layout and useless features. it was perfect before and now it's just useless. who made this awful decision? easy to use, and literally the only thing that our local government has responded to. i love this app.",SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.7499464154243469}, {'label': 'fear', 'score': 0.11422206461429596}]",update sadly revoke review reason completely change ruin bizarre format horrid layout useless feature perfect useless awful decision easy use literally thing local government respond love,-1_edit_post_website_new
752,2,"as much as i was hoping for real improvement, i think it’s actually gone backwards. it’s a disorganized app with even more disorganized search results. it’s all we’ve got, so i’ll have to keep using it, but it’s always frustrating.",SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.7426071763038635}, {'label': 'neutral', 'score': 0.10909660905599594}]",hop real improvement think actually backwards disorganized disorganized search result frustrating,0_car_enforcement_case_street
753,1,"addendum: city (medford, ma) does not respond to problems. reported over a year ago by email and again this spring by seeclickfix and sidewalk still a danger. maybe it's not the app but the city admin. cannot filter for your city or neighborhood very well except by maps. hasn't had a new version since 2015. disappointed.",SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.7830477952957153}, {'label': 'fear', 'score': 0.07427779585123062}]",addendum medford respond problem year ago email spring seeclickfix sidewalk danger maybe admin filter neighborhood map new version disappoint,-1_edit_post_website_new
755,1,unable to submit report as the interface has fields but misses “answer” button on multiple questions. would appreciate better quality control so it actually be useful,SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.7834740281105042}, {'label': 'neutral', 'score': 0.14711380004882812}]",unable submit interface field miss answer button multiple question appreciate quality control actually useful,11_submit issue_question_answer_form
758,1,update! app won't let me sign in on my new iphone 6 either! would love it if the app was seeclickfixed itself! ...won't let me sign in. i've tried everything to alleviate the problem. possibly an iphone 5 problem as my co-workers seem to have no problems with their iphone 4 and this app.,SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.8537119030952454}, {'label': 'surprise', 'score': 0.05588061362504959}]",update let sign new iphone love seeclickfixe let sign try alleviate problem possibly iphone problem co worker problem iphone,9_iphone_update_phone_application
759,1,"this might be the worst, most unhelpful app in the app store! not one single post has been addressed in the charlotte nc area. not one has been fixed and entries date back to 2010! i don’t think this app is even linked to any of the local utilities therefore rendering our posts/complaints useless. this app is a waste of time in the charlotte, nc area!",SeeClickFix,Apple,"[{'label': 'disgust', 'score': 0.8929470777511597}, {'label': 'anger', 'score': 0.0813300609588623}]",bad unhelpful store single post address charlotte nc area fix entry date think link local utility render post complaint useless waste time charlotte nc area,-1_edit_post_website_new
762,2,has this app been abandoned? i submitted a request for piles of trash in a neighborhood yard and nothing has happened for a 6 weeks. not sure if anyone even gets the requests from this so i wouldn’t recommend using it.,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.3690999150276184}, {'label': 'sadness', 'score': 0.34118589758872986}]",abandon submit request pile trash neighborhood yard happen week sure request recommend,7_trash_dump_notify_mayor
763,1,"love the idea, but i can’t do anything with this if the login doesn’t work. i’ve reset my password a few times now on a browser, but when i go to log in on the app i get an error. that means i can’t contribute or do anything at all.",SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.873163104057312}, {'label': 'neutral', 'score': 0.06783401966094971}]",love idea login work reset password time browser log error mean contribute,4_password_register_reset_login
769,1,"where is the update? this app has not been updated for along time. there needs to be one. the update needs to include support for the bigger screen iphones, bug fixes, stability improvements and various improvements. this needs to happen soon.",SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.63384610414505}, {'label': 'sadness', 'score': 0.1977716088294983}]",update update time need update need include support big screen iphone bug fix stability improvement improvement need happen soon,9_iphone_update_phone_application
772,1,"i’ve been successful reporting things that need to be fixed. but, once fixed i keep getting notified that the issue is still open. if there is a way to close an issue, it’s not obvious.",SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.3801734745502472}, {'label': 'neutral', 'score': 0.3685966730117798}]",successful thing need fix fix getting notify issue open way close issue obvious,3_close_waste time_waste_complete
775,1,garbage app that can’t find my location even though location services are on. putting in a pin on the map lets me proceed but then a search of the categories returns a blank result so impossible to report anything.,SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.6888488531112671}, {'label': 'neutral', 'score': 0.147010937333107}]",garbage find location location service pin map let proceed search category return blank result impossible,5_location_map_category_gps
778,2,"it’s really dumb as the submitter of an issue that i cannot edit the title one submitted! other than that the app is a great idea, the biggest problem is that the local public works department‘s are not already linked in to this app.",SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.3796681761741638}, {'label': 'disgust', 'score': 0.2415941208600998}]",dumb submitter issue edit title submit great idea big problem local public work link,11_submit issue_question_answer_form
780,1,reported several abandoned vehicles. no response or activity seen for these issues. vehicles are still there nearly 5 months after i reported. i don’t think this service is even monitored anymore.,SeeClickFix,Apple,"[{'label': 'surprise', 'score': 0.48893290758132935}, {'label': 'sadness', 'score': 0.3572891354560852}]",abandon vehicle response activity issue vehicle nearly month think service monitor anymore,-1_edit_post_website_new
781,2,it is easy to report something but often impossible to close it after it has been resolved.,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.4810713827610016}, {'label': 'joy', 'score': 0.16182954609394073}]",easy impossible close resolve,3_close_waste time_waste_complete
783,2,even when i type in the address for service your app changes and puts the current location i’m at instead of the problem area. very annoying!,SeeClickFix,Apple,"[{'label': 'anger', 'score': 0.42394447326660156}, {'label': 'sadness', 'score': 0.2875478267669678}]",type address service change current location instead problem area annoying,5_location_map_category_gps
786,1,the only way to launch seeclickfix is to click on someone else’s post. i’ve tried for months to just launch from my iphone and it has never worked. i will have to continue to open via email. deleting this useless app.,SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.7657554745674133}, {'label': 'neutral', 'score': 0.14224565029144287}]",way launch seeclickfix click post try month launch iphone work continue open email delete useless,9_iphone_update_phone_application
789,1,the app for whatever reason removes all punctuation from a ticket description. this has been a problem for years. why hasn’t this simple bug been fixed?,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.42937585711479187}, {'label': 'sadness', 'score': 0.2898653745651245}]",reason remove punctuation ticket description problem year simple bug fix,-1_edit_post_website_new
793,1,"have tried multiple times to submit my issue. keep getting ""connection error occurred . unable to finish uploading report."" can't upload issue. no help button to contact customer service.",SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.9221789240837097}, {'label': 'neutral', 'score': 0.03431210294365883}]",try multiple time submit issue connection error occur unable finish uploading upload issue help button contact customer service,13_network_connect_connection_verify
794,1,like pretty much everything else in this town a complete failure when it comes to any enforcement only reason why i report it is because a class action lawsuit will expose this city’s leadership complete disregard of their foremost duty to enforce our laws.,SeeClickFix,Apple,"[{'label': 'anger', 'score': 0.8656105995178223}, {'label': 'neutral', 'score': 0.06652358174324036}]",like pretty complete failure come enforcement reason class action lawsuit expose leadership complete disregard foremost duty enforce law,-1_edit_post_website_new
795,1,"completely useless. it has my location as new haven, ct (i’m in atlanta, ga). won’t let me do anything to change it. can’t look up the request i submitted via web browser. i’m sure new haven is nice, ive never been, but i honestly don’t care about their potholes.",SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.7925319671630859}, {'label': 'neutral', 'score': 0.06790731102228165}]",completely useless location new ct atlanta ga let change look request submit web browser sure new nice honestly care pothole,0_car_enforcement_case_street
796,1,i disabled photo access for the app. i verified in my iphone settings that i disabled access. the app can still access my entire photo library.,SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.5286782383918762}, {'label': 'neutral', 'score': 0.3643508553504944}]",disable photo access verify iphone setting disable access access entire photo library,-1_edit_post_website_new
800,1,tried and tried but couldn’t post an image with my request. wish my locality would pick a new usable service.,SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.9119598269462585}, {'label': 'neutral', 'score': 0.03728219494223595}]",try try post image request wish locality pick new usable service,-1_edit_post_website_new
801,2,the app on ios has a keyboard bug that causes gliding while typing to insert extra random and jumbled characters. please fix this. thank you.,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.5461301803588867}, {'label': 'sadness', 'score': 0.3414488136768341}]",ios keyboard bug cause gliding type insert extra random jumbled character fix thank,9_iphone_update_phone_application
802,2,"too many questions, hard to navigate, and potholes don't get fixed. see, 100 clicks, no fix.",SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.6276188492774963}, {'label': 'surprise', 'score': 0.17106777429580688}]",question hard navigate pothole fix click fix,0_car_enforcement_case_street
803,1,"we don’t see results yet. we see over a dozen empty buildings that are weathered, ruined, and abandoned construction sites. some with no roof for over a decade. all my reports have been closed with no resolution.",SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.9494190216064453}, {'label': 'surprise', 'score': 0.01608099415898323}]",result dozen building weather ruin abandon construction site roof decade close resolution,-1_edit_post_website_new
805,1,the app used to show new reports in the neighborhood. now it is cluttered with reports that are months and months old. the app is no longer usable because you can't see anything.,SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.8257550001144409}, {'label': 'surprise', 'score': 0.07981859147548676}]",new neighborhood cluttered month month old long usable,-1_edit_post_website_new
806,1,text boxes lock up after only a few letters. flow and navigation is confusing. could not load categories. took 3 attempts to submit.,SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.44582730531692505}, {'label': 'neutral', 'score': 0.31101927161216736}]",text box lock letter flow navigation confusing load category attempt submit,5_location_map_category_gps
809,2,submitting a request in chicago doesn’t work. the link to the city of chicago seems broken and the developers say to talk to the city.,SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.8455774188041687}, {'label': 'neutral', 'score': 0.06323917210102081}]",submit request chicago work link chicago break developer talk,11_submit issue_question_answer_form
810,2,i completed several requests and they were closed with no response. clearly a waste of time.,SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.8764907121658325}, {'label': 'anger', 'score': 0.07328803837299347}]",complete request close response clearly waste time,3_close_waste time_waste_complete
812,1,"updated app makes it harder to post issues the ability to check similar posts might be nice, but should be date sensitive make it easier, not harder please",SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.8679444193840027}, {'label': 'sadness', 'score': 0.06233286112546921}]",update hard post issue ability check similar post nice date sensitive easy hard,-1_edit_post_website_new
816,1,there is no way to close an issue within the app.,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.8309972286224365}, {'label': 'sadness', 'score': 0.09459644556045532}]",way close issue,3_close_waste time_waste_complete
817,1,i’ve used this app before to good effect but lately requests just vanish down a hole. no acknowledgement that the request was received and certainly no action taken.,SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.7902699708938599}, {'label': 'neutral', 'score': 0.10800547897815704}]",good effect lately request vanish hole acknowledgement request receive certainly action,3_close_waste time_waste_complete
819,1,the clicked fixed are closed before the worked is even started!,SeeClickFix,Apple,"[{'label': 'surprise', 'score': 0.45160335302352905}, {'label': 'anger', 'score': 0.3270036280155182}]",click fix close worked start,-1_edit_post_website_new
820,2,"i referenced the help desk for profile changes but the faq:directions do not apply to the app (or, anywhere else that i can see). please advise scf and we will change the review.",SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.7222779989242554}, {'label': 'neutral', 'score': 0.2168913185596466}]",reference help desk profile change faq direction apply advise scf change review,-1_edit_post_website_new
822,2,the app is garbling text in the description field for some users.,SeeClickFix,Apple,"[{'label': 'disgust', 'score': 0.5811987519264221}, {'label': 'neutral', 'score': 0.17212897539138794}]",garble text description field user,-1_edit_post_website_new
823,1,can we please get an easy to complete form? every time someone dumps garbage i have to click the same 20 stupid buttons.,SeeClickFix,Apple,"[{'label': 'anger', 'score': 0.4721176326274872}, {'label': 'disgust', 'score': 0.2677119970321655}]",easy complete form time dump garbage click stupid button,12_ui_box_text_screen
825,1,the city just closes the reports and nothing has been done- this is a let down,SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.7226387858390808}, {'label': 'surprise', 'score': 0.08993226289749146}]",close let,3_close_waste time_waste_complete
