,rating,review,app,source,sentiment,normalized_review,theme
944,5,i have already used this app several times. very handy to have only one place to go to for a variety of issues.,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.8065913915634155}, {'label': 'neutral', 'score': 0.08249100297689438}]",time handy place variety issue,1_far_issue fix_thing fix_bug
945,5,this app is amazing. response is pretty quick and response to close those issues even quicker. so glad i found this app. thanks city of raleigh for addressing the issues filed.,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.5049277544021606}, {'label': 'surprise', 'score': 0.4702719449996948}]",amazing response pretty quick response close issue quick glad find thank raleigh address issue file,-1_county_work great_close_communicate
946,5,this is really cool. glad products like this are opening government up and making them more transparent. works very well in my city.,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.9662183523178101}, {'label': 'surprise', 'score': 0.02370496094226837}]",cool glad product like open government transparent work,13_government_local_application_local government
947,5,i submitted two pothole reports 26 days ago. they were fixed when i got home from work yesterday !!! awesome !!!,SeeClickFix,Apple,"[{'label': 'surprise', 'score': 0.5595045685768127}, {'label': 'joy', 'score': 0.3700421452522278}]",submit pothole day ago fix home work yesterday awesome,2_pothole_hole_pot hole_pot
948,5,"slick and smart, love it. have it on my iphone ipad and laptop. keep up the good work. this is one of those apps that make our iphones so helpful and useful.",SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.5036888718605042}, {'label': 'joy', 'score': 0.378875732421875}]",slick smart love iphone ipad laptop good work iphone helpful useful,-1_county_work great_close_communicate
949,5,i've used scf many times in providence over the years to get things like potholes and trash pickup issues fixed. great app!,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.4018900990486145}, {'label': 'neutral', 'score': 0.3742946684360504}]",scf time providence year thing like pothole trash pickup issue fix great,2_pothole_hole_pot hole_pot
950,5,this is a significant upgrade on the old way of doing business. it sure beats leaving messages at town hall that no one ever responds to.,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.6021917462348938}, {'label': 'surprise', 'score': 0.24915143847465515}]",significant upgrade old way business sure beat leave message hall respond,-1_county_work great_close_communicate
952,5,"this app is a sight for sore eyes, being absolutely necessary for a person who wants to better his community.",SeeClickFix,Apple,"[{'label': 'disgust', 'score': 0.593062162399292}, {'label': 'sadness', 'score': 0.21798557043075562}]",sight sore eye absolutely necessary person want better community,15_community_improve_community great_feel like
954,5,such a fantastic idea to have a place to say what needs to be done while avoiding confrontation. simple and easy to use.,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.7263303399085999}, {'label': 'neutral', 'score': 0.16565874218940735}]",fantastic idea place need avoid confrontation simple easy use,-1_county_work great_close_communicate
955,5,i live on the street where scf was created. the app is super easy to use and the city really listens and responds to the requests.,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.903430700302124}, {'label': 'neutral', 'score': 0.055086150765419006}]",live street scf create super easy use listen respond request,-1_county_work great_close_communicate
956,5,"the first time i used in oakland, i reported three things and by the end of the day, they were all removed (it was illegal dumping). awesome and easy to use!",SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.8204578757286072}, {'label': 'surprise', 'score': 0.1367809921503067}]",time oakland thing end day remove illegal dumping awesome easy use,16_oakland_code enforcement_complaint_enforcement
958,5,"use this app to report graffiti, potholes, abandoned furniture and the like to be brought to the attention of city workers and get action. works!",SeeClickFix,Apple,"[{'label': 'anger', 'score': 0.7513022422790527}, {'label': 'neutral', 'score': 0.109440378844738}]",use graffiti pothole abandon furniture like bring attention worker action work,3_graffiti_list_light_car
959,5,"great app, easy to use and nice design! thanks for giving me a voice in my community!!!",SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.9296801090240479}, {'label': 'surprise', 'score': 0.04858921840786934}]",great easy use nice design thank voice community,17_idea_great idea_think great_brilliant
960,5,love the new app! it fast an easy to use and most importantly it gets stuff fixed!,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.8566675782203674}, {'label': 'surprise', 'score': 0.0931226834654808}]",love new fast easy use importantly stuff fix,1_far_issue fix_thing fix_bug
961,5,i found the app easy to use and effective. i used it to report a burned out streetlight and got a very quick response from the city of walnut creek.,SeeClickFix,Apple,"[{'label': 'anger', 'score': 0.5604262351989746}, {'label': 'joy', 'score': 0.20467312633991241}]",find easy use effective burn streetlight quick response walnut creek,-1_county_work great_close_communicate
962,5,down loaded it after my friend bragged about how well it worked. he was right. worked for me too.,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.8116514086723328}, {'label': 'surprise', 'score': 0.09435718506574631}]",load friend brag work right work,8_work time_involve_work_difference
963,5,"much easier than an impersonal website or phone message, and it works!",SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.4207300841808319}, {'label': 'neutral', 'score': 0.30132395029067993}]",easy impersonal website phone message work,-1_county_work great_close_communicate
964,5,the new app is just wonderful! its helped me in getting a lot of my local issues fixed. thanks!,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.9452617168426514}, {'label': 'surprise', 'score': 0.037918880581855774}]",new wonderful help lot local issue fix thank,1_far_issue fix_thing fix_bug
965,5,"is excellent, just take photos of graffiti, missing trees needed bike lane fixes and send them right to city hall. a satellite view on the mobile map would be very helpful, they have it on desktop version. some cities arent with it yet, that's why they seem to not listen to reports. just make the app and city hall aware of it! some cities",SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.650905191898346}, {'label': 'surprise', 'score': 0.19742059707641602}]",excellent photo graffiti miss tree need bike lane fix send right hall satellite view mobile map helpful desktop version listen hall aware,3_graffiti_list_light_car
966,5,"the app works very well. now whether anything actually gets fixed, that's a whole 'nother ball game. i'm looking at you city of oakland.",SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.7094917893409729}, {'label': 'joy', 'score': 0.16306249797344208}]",work actually fix nother ball game look oakland,16_oakland_code enforcement_complaint_enforcement
967,5,"not a fan of illegal dumping, but my issue got fixed within a week - wish i hadn't waited so long to submit an issue!",SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.478691428899765}, {'label': 'surprise', 'score': 0.43762460350990295}]",fan illegal dumping issue fix week wish wait long submit issue,1_far_issue fix_thing fix_bug
968,5,the app worked perfectly. the city even installed the merge sign i asked for within a day.,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.9105021357536316}, {'label': 'surprise', 'score': 0.04011469706892967}]",work perfectly instal merge sign ask day,1_far_issue fix_thing fix_bug
969,4,this is a great app to reprint civic issues. unfortunately the location services does not work. it just stalls and never brings up where i am.,SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.6575894951820374}, {'label': 'surprise', 'score': 0.19790463149547577}]",great reprint civic issue unfortunately location service work stall bring,-1_county_work great_close_communicate
970,4,"i'd like to be able to do a quick save when on the move and be able to send info at next opertunity. being able to have a choice to automatically e-mail myself a copy of the report. others have written some very good suggestions that needs to addressed. otherwise, great app(idea)",SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.9140813946723938}, {'label': 'neutral', 'score': 0.04082038626074791}]",like able quick save able send info opertunity able choice automatically e mail copy write good suggestion need address great,4_user friendly_friendly_user_easy use
971,5,changes the way government fictions by putting information in the hands of the people.,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.43457862734794617}, {'label': 'disgust', 'score': 0.34500351548194885}]",change way government fiction information hand,13_government_local_application_local government
972,5,got the city to fix our problem the next day!,SeeClickFix,Apple,"[{'label': 'surprise', 'score': 0.43999168276786804}, {'label': 'anger', 'score': 0.2331414818763733}]",fix problem day,1_far_issue fix_thing fix_bug
973,5,i use this app a lot because it works. issues get fixed.,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.4351556599140167}, {'label': 'sadness', 'score': 0.3120458126068115}]",use lot work issue fix,1_far_issue fix_thing fix_bug
974,5,this app is so easy to use and completely effective. great to see other activity and have reports geotagged.,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.8810470700263977}, {'label': 'surprise', 'score': 0.05650094151496887}]",easy use completely effective great activity geotagge,14_gps_location_map_instead
975,5,so good! every update is like christmas,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.9097051620483398}, {'label': 'surprise', 'score': 0.06668619066476822}]",good update like christmas,-1_county_work great_close_communicate
976,5,"i reported a pothole in my street, city of sterling heights, mi had someone out there the next morning, and it was fixed the third day, thank you scf!!!!",SeeClickFix,Apple,"[{'label': 'surprise', 'score': 0.6339154243469238}, {'label': 'joy', 'score': 0.18351373076438904}]",pothole street sterling height mi morning fix day thank scf,2_pothole_hole_pot hole_pot
978,5,"can report anything .the cityreporter 311 , can only report on things listed :)",SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.6946713328361511}, {'label': 'sadness', 'score': 0.14972026646137238}]",cityreporter thing list,3_graffiti_list_light_car
979,5,this app helps solve problems that are in specifically ga and really works highly recommend this app.😀,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.7667751312255859}, {'label': 'neutral', 'score': 0.19672808051109314}]",help solve problem specifically ga work highly recommend,1_far_issue fix_thing fix_bug
981,5,a great way to interact with you government and get things done. the app itself works well enough.,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.9462027549743652}, {'label': 'neutral', 'score': 0.03636401146650314}]",great way interact government thing work,13_government_local_application_local government
982,5,"better than ever, faster location, more usability --thanks for helping me communicate with my town!",SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.7912373542785645}, {'label': 'neutral', 'score': 0.10268948972225189}]",fast location usability help communicate,14_gps_location_map_instead
983,5,i've use scf numerous times to have problems corrected in my neighborhood. works every time.,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.5258171558380127}, {'label': 'surprise', 'score': 0.18555909395217896}]",use scf numerous time problem correct neighborhood work time,-1_county_work great_close_communicate
984,5,nice easy way to interface with your local government,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.8722938895225525}, {'label': 'joy', 'score': 0.07926315069198608}]",nice easy way interface local government,13_government_local_application_local government
985,5,works well... great to see cities adopting this type of transparent platform.,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.9418978095054626}, {'label': 'surprise', 'score': 0.029003579169511795}]",work great adopt type transparent platform,-1_county_work great_close_communicate
986,4,"using seeclickfix in malden, ma. working great so far. city of malden is on top of the reports. app has lots of room for improvement, and lots of promise. looking forward to seeing what develops.",SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.7137592434883118}, {'label': 'neutral', 'score': 0.14066161215305328}]",seeclickfix malden work great far malden lot room improvement lot promise look forward develop,-1_county_work great_close_communicate
987,4,waiting to see that it actually gets things fixed in my neighborhood,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.5037223696708679}, {'label': 'surprise', 'score': 0.2718168795108795}]",wait actually thing fix neighborhood,-1_county_work great_close_communicate
990,5,this app is awesome because you can report an issue as you encounter it.,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.8636322617530823}, {'label': 'joy', 'score': 0.05606639012694359}]",awesome issue encounter,1_far_issue fix_thing fix_bug
991,5,worked great and got my issue fixed fast,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.7039726972579956}, {'label': 'joy', 'score': 0.1988525688648224}]",work great issue fix fast,1_far_issue fix_thing fix_bug
992,4,updated app and same as others... stuck on opening/loading screen. very useful app... please fix!,SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.43180662393569946}, {'label': 'surprise', 'score': 0.3822134733200073}]",update stick opening loading screen useful fix,1_far_issue fix_thing fix_bug
993,4,good app. unfortunate the city of oakland leaves complaints unanswered . reported a tree 9 months ago & it still hasn't been trimmed. maybe the tree will grow above the street sweeping signs it's blocking! ;),SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.837067723274231}, {'label': 'surprise', 'score': 0.12177251279354095}]",good unfortunate oakland leave complaint unanswered tree month ago trim maybe tree grow street sweeping sign block,16_oakland_code enforcement_complaint_enforcement
996,5,new to app but what i see is great. i can see how problems are handled as well as how fast. love it,SeeClickFix,Apple,"[{'label': 'surprise', 'score': 0.4792129397392273}, {'label': 'joy', 'score': 0.36016276478767395}]",new great problem handle fast love,5_love_date_trash_perfect
997,4,first day of download/use and got a response from the city. try gorequest as well if your city uses the government outreach program,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.5695125460624695}, {'label': 'surprise', 'score': 0.31662294268608093}]",day download use response try gorequ use government outreach program,-1_county_work great_close_communicate
998,5,but it hinges on city response to keep it from becoming cluttered with unresolved issues.,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.6319756507873535}, {'label': 'sadness', 'score': 0.25806936621665955}]",hinge response cluttered unresolved issue,1_far_issue fix_thing fix_bug
999,5,i wish everyone in my city used this.,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.6897443532943726}, {'label': 'sadness', 'score': 0.19154128432273865}]",wish,18_thing care_thing_beat_care great
1000,5,"how often can you rate an app as perfect? integrates with local public works work management system. allows specific location, photos, comments. invites community to prioritize the work. closes the loop with the reporter of the problem. it's the best extension of a work management app ever.",SeeClickFix,Apple,"[{'label': 'surprise', 'score': 0.5185651779174805}, {'label': 'neutral', 'score': 0.423229455947876}]",rate perfect integrate local public work work management system allow specific location photo comment invite community prioritize work close loop reporter problem good extension work management,3_graffiti_list_light_car
1001,5,what a great way to enhance our local govt efforts- if things actually get fixed.,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.8040531873703003}, {'label': 'surprise', 'score': 0.1330907940864563}]",great way enhance local govt thing actually fix,13_government_local_application_local government
1002,4,"i've written about low verizon cables, but neither the county nor verizon have responded. the app is good for sending updates and requesting follow up.",SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.8805662393569946}, {'label': 'neutral', 'score': 0.07821033895015717}]",write low verizon cable county verizon respond good send update request follow,-1_county_work great_close_communicate
1004,5,gets things fixed it rules,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.896828293800354}, {'label': 'surprise', 'score': 0.033543381839990616}]",thing fix rule,18_thing care_thing_beat_care great
1006,5,this app makes my friends think i have a direct line to the mayor's office.,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.6652862429618835}, {'label': 'surprise', 'score': 0.1987590491771698}]",friend think direct line mayor office,13_government_local_application_local government
1007,5,very helpful.,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.5822740793228149}, {'label': 'neutral', 'score': 0.34441810846328735}]",helpful,0_quick response_quick_response_response time
1008,5,login registered users? really !?,SeeClickFix,Apple,"[{'label': 'surprise', 'score': 0.972510039806366}, {'label': 'neutral', 'score': 0.010066726244986057}]",login register user,1_far_issue fix_thing fix_bug
1009,5,"great job, really like the new shake to report feature!",SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.8287431001663208}, {'label': 'fear', 'score': 0.09859303385019302}]",great job like new shake feature,17_idea_great idea_think great_brilliant
1010,4,excellent idea but city needs to prepare for the many issues will be getting.,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.8700231313705444}, {'label': 'joy', 'score': 0.05875609442591667}]",excellent idea need prepare issue,17_idea_great idea_think great_brilliant
1011,5,brilliant app for anyone wanting the best for their neighborhood! it's a must have for me.,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.906359076499939}, {'label': 'surprise', 'score': 0.05404353514313698}]",brilliant want good neighborhood,10_clean_neighborhood_help neighborhood_great job
1012,5,more bugs than a flea circus. shame.,SeeClickFix,Apple,"[{'label': 'disgust', 'score': 0.8639416098594666}, {'label': 'neutral', 'score': 0.05821068584918976}]",bug flea circus shame,1_far_issue fix_thing fix_bug
1014,5,very good way to report street problems anonymously to the responsible public officials.,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.6946017146110535}, {'label': 'joy', 'score': 0.1778302639722824}]",good way street problem anonymously responsible public official,-1_county_work great_close_communicate
1017,5,easy to use. graffiti was cleaned up the same day!!! thanks chula vista for using this app!!,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.4597683250904083}, {'label': 'surprise', 'score': 0.27226805686950684}]",easy use graffiti clean day thank chula vista,3_graffiti_list_light_car
1019,5,"very easy to use. a big help in our blighted, neglected neighborhood.",SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.8930891752243042}, {'label': 'joy', 'score': 0.045873116701841354}]",easy use big help blighted neglect neighborhood,10_clean_neighborhood_help neighborhood_great job
1020,5,this app let's you participate in your neighborhood in a positive way!! i love it!!!,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.9685395359992981}, {'label': 'neutral', 'score': 0.010474980808794498}]",let participate neighborhood positive way love,15_community_improve_community great_feel like
1024,5,this app is my own pocket superhero. it protects my neighborhood and keeps me safe!,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.7396845817565918}, {'label': 'neutral', 'score': 0.19255328178405762}]",pocket superhero protect neighborhood safe,10_clean_neighborhood_help neighborhood_great job
1026,4,produces results. allows fornphot upload for full impact. need more marketing!,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.7219855785369873}, {'label': 'surprise', 'score': 0.1325177699327469}]",produce result allow fornphot upload impact need marketing,19_photo_picture_error_upload
1027,5,very cool.,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.927727222442627}, {'label': 'neutral', 'score': 0.03472072631120682}]",cool,6_awesome_fantastic_excellent_cool
1028,5,an amazing new way to interact with your municipality.,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.7036818265914917}, {'label': 'surprise', 'score': 0.252351850271225}]",amazing new way interact municipality,13_government_local_application_local government
1029,5,super efficient and amazingly responsive!,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.4201498329639435}, {'label': 'neutral', 'score': 0.3015235364437103}]",super efficient amazingly responsive,0_quick response_quick_response_response time
1030,5,super easy to use and useful. thanks!,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.8917130827903748}, {'label': 'surprise', 'score': 0.06379563361406326}]",super easy use useful thank,4_user friendly_friendly_user_easy use
1033,5,such a great tool to connect to community and communicate with city !,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.8581048250198364}, {'label': 'neutral', 'score': 0.06919009238481522}]",great tool connect community communicate,-1_county_work great_close_communicate
1036,5,easy to use app,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.7679561972618103}, {'label': 'joy', 'score': 0.15932996571063995}]",easy use,9_use easy_easy use_use_great easy use
1037,5,great app to report issues,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.7514481544494629}, {'label': 'sadness', 'score': 0.13334792852401733}]",great issue,1_far_issue fix_thing fix_bug
1039,5,"so excited that seeclickfix is coming to branford, ct.",SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.7035568356513977}, {'label': 'surprise', 'score': 0.2512335777282715}]",excited seeclickfix come branford ct,-1_county_work great_close_communicate
1040,5,this app is perfect for our city. luv it !!,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.8268906474113464}, {'label': 'neutral', 'score': 0.13359768688678741}]",perfect luv,5_love_date_trash_perfect
1041,5,great way to participate in community.,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.9656077027320862}, {'label': 'neutral', 'score': 0.021929806098341942}]",great way participate community,15_community_improve_community great_feel like
1042,5,one of the best apps out there,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.561090886592865}, {'label': 'surprise', 'score': 0.33215877413749695}]",good,20_good far_far good_guy_far
1044,5,this is a very useful app! i love it!!,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.9735580086708069}, {'label': 'surprise', 'score': 0.014368316158652306}]",useful love,5_love_date_trash_perfect
1045,4,if this app will now work in bibb county as well that will be great!,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.7805545330047607}, {'label': 'neutral', 'score': 0.12518605589866638}]",work bibb county great,-1_county_work great_close_communicate
1046,4,does what it's designed for.,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.9551116228103638}, {'label': 'sadness', 'score': 0.014250466600060463}]",design,4_user friendly_friendly_user_easy use
1048,5,simply brilliant when interfaced with cityworks.,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.8835989832878113}, {'label': 'surprise', 'score': 0.06327073276042938}]",simply brilliant interface citywork,13_government_local_application_local government
1049,5,love this app so far!,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.8818123936653137}, {'label': 'surprise', 'score': 0.07114499807357788}]",love far,1_far_issue fix_thing fix_bug
1052,5,brilliant idea. great app,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.9597787261009216}, {'label': 'surprise', 'score': 0.023683913052082062}]",brilliant idea great,17_idea_great idea_think great_brilliant
1054,5,fantastic app!,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.9680641889572144}, {'label': 'surprise', 'score': 0.016283905133605003}]",fantastic,6_awesome_fantastic_excellent_cool
1055,5,it works.,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.8575499057769775}, {'label': 'joy', 'score': 0.03559521585702896}]",work,8_work time_involve_work_difference
1056,5,love this app,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.5857985019683838}, {'label': 'neutral', 'score': 0.25191307067871094}]",love,5_love_date_trash_perfect
1057,5,awesome app.,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.6636466979980469}, {'label': 'surprise', 'score': 0.23242636024951935}]",awesome,6_awesome_fantastic_excellent_cool
1058,5,love this app!,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.7448765635490417}, {'label': 'surprise', 'score': 0.11307131499052048}]",love,5_love_date_trash_perfect
1059,5,é lente,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.8659671545028687}, {'label': 'surprise', 'score': 0.03384741395711899}]",é lente,5_love_date_trash_perfect
1061,4,"buena aplicación, se ayuda a la comunidad reportando incidentes , o fallas en los servicios públicos.",SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.7445196509361267}, {'label': 'sadness', 'score': 0.0790102630853653}]",buena aplicación se ayuda la comunidad reportando incidente fallas en los servicios públicos,-1_county_work great_close_communicate
1064,5,i am about to submit my 3rd request for code enforcement and - so far so good - submissions seem to happen. so thanks you city if antioch code enforcement!,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.9870703220367432}, {'label': 'surprise', 'score': 0.007604615762829781}]",submit request code enforcement far good submission happen thank antioch code enforcement,16_oakland_code enforcement_complaint_enforcement
1065,5,the code violation is too hard to find and use. most people give up before they find he space,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.7002273201942444}, {'label': 'sadness', 'score': 0.14267036318778992}]",code violation hard find use find space,1_far_issue fix_thing fix_bug
1066,5,i live in san francisco and have reported issues with photos and brief description and the civic reps responded pretty much immediately and will be fixing the problems within 30 days they said. really cool app!,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.4164523482322693}, {'label': 'neutral', 'score': 0.24642886221408844}]",live san francisco issue photo brief description civic rep respond pretty immediately fix problem day cool,16_oakland_code enforcement_complaint_enforcement
1074,5,so much easier than calling city hall. love this app.,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.8623812794685364}, {'label': 'surprise', 'score': 0.08689742535352707}]",easy hall love,5_love_date_trash_perfect
1075,5,great app!,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.8943003416061401}, {'label': 'surprise', 'score': 0.05616148188710213}]",great,11_great great_ok__
1079,5,easy to use and gets results from my city.,SeeClickFix,Google,"[{'label': 'joy', 'score': 0.7978755235671997}, {'label': 'neutral', 'score': 0.16724081337451935}]",easy use result,4_user friendly_friendly_user_easy use
1081,5,helps with quicker response.,SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.9388978481292725}, {'label': 'surprise', 'score': 0.02893752232193947}]",help quick response,0_quick response_quick_response_response time
1083,5,very useful,SeeClickFix,Google,"[{'label': 'joy', 'score': 0.8174874186515808}, {'label': 'neutral', 'score': 0.12426210194826126}]",useful,0_quick response_quick_response_response time
1085,5,excellent service and app.,SeeClickFix,Google,"[{'label': 'joy', 'score': 0.7226889729499817}, {'label': 'neutral', 'score': 0.2435411512851715}]",excellent service,0_quick response_quick_response_response time
1087,5,this is a great tool. this is providing a solution to a lot of the quality of life issues in our city. the app isn't perfect but i'm excited for the start.,SeeClickFix,Google,"[{'label': 'joy', 'score': 0.9876934885978699}, {'label': 'surprise', 'score': 0.004617444239556789}]",great tool provide solution lot quality life issue perfect excited start,4_user friendly_friendly_user_easy use
1088,5,been working great so far,SeeClickFix,Google,"[{'label': 'joy', 'score': 0.8488882184028625}, {'label': 'neutral', 'score': 0.10056042671203613}]",work great far,-1_county_work great_close_communicate
1092,5,i have been using this app 10 years. it works extremely well.,SeeClickFix,Google,"[{'label': 'joy', 'score': 0.9889814853668213}, {'label': 'surprise', 'score': 0.003347499994561076}]",year work extremely,8_work time_involve_work_difference
1098,5,easy to navigate,SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.8227908611297607}, {'label': 'joy', 'score': 0.08557088673114777}]",easy navigate,4_user friendly_friendly_user_easy use
1099,5,they get it done 💯,SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.7283456921577454}, {'label': 'anger', 'score': 0.11782898753881454}]",,8_work time_involve_work_difference
1101,4,my account was deactivated i cannot file a report please reactivate my account thanks,SeeClickFix,Google,"[{'label': 'sadness', 'score': 0.8383651375770569}, {'label': 'anger', 'score': 0.07752440124750137}]",account deactivate file reactivate account thank,1_far_issue fix_thing fix_bug
1106,4,works to get the city's attention. useful,SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.7491632103919983}, {'label': 'joy', 'score': 0.11176817864179611}]",work attention useful,8_work time_involve_work_difference
1111,5,efficient,SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.6462396383285522}, {'label': 'anger', 'score': 0.13751371204853058}]",efficient,0_quick response_quick_response_response time
1112,5,wow. it actually works,SeeClickFix,Google,"[{'label': 'surprise', 'score': 0.9809355735778809}, {'label': 'neutral', 'score': 0.007133426610380411}]",wow actually work,8_work time_involve_work_difference
1119,5,very user friendly,SeeClickFix,Google,"[{'label': 'joy', 'score': 0.6848264932632446}, {'label': 'neutral', 'score': 0.2739897668361664}]",user friendly,4_user friendly_friendly_user_easy use
1121,5,totally awesome professional,SeeClickFix,Google,"[{'label': 'joy', 'score': 0.5685736536979675}, {'label': 'surprise', 'score': 0.3529309034347534}]",totally awesome professional,0_quick response_quick_response_response time
1122,5,"the few times i've used this app, i felt it was useful, but that's if i believe my fine city's employees have done their job as well as they are paid to do it",SeeClickFix,Google,"[{'label': 'joy', 'score': 0.9650474190711975}, {'label': 'neutral', 'score': 0.015492293052375317}]",time feel useful believe fine employee job pay,8_work time_involve_work_difference
1124,4,like it,SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.9398694038391113}, {'label': 'surprise', 'score': 0.02652454748749733}]",like,5_love_date_trash_perfect
1126,5,amazing feedback. quick responses and updates.,SeeClickFix,Google,"[{'label': 'joy', 'score': 0.6066158413887024}, {'label': 'surprise', 'score': 0.3001084625720978}]",amazing feedback quick response update,0_quick response_quick_response_response time
1127,5,awesome,SeeClickFix,Google,"[{'label': 'joy', 'score': 0.4807179570198059}, {'label': 'surprise', 'score': 0.36697620153427124}]",awesome,6_awesome_fantastic_excellent_cool
1129,5,quick responses and solutions.,SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.8502951264381409}, {'label': 'surprise', 'score': 0.09211032837629318}]",quick response solution,0_quick response_quick_response_response time
1130,5,cool app,SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.6334553956985474}, {'label': 'joy', 'score': 0.22595849633216858}]",cool,6_awesome_fantastic_excellent_cool
1131,5,works well,SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.8353598117828369}, {'label': 'joy', 'score': 0.09380771219730377}]",work,8_work time_involve_work_difference
