rating,review
3,Having issues logging in... something seems broken.
1,"Would have liked to be nice to society, but this app wouldn't even start correctly, too bad world."
1,Cant register from app. Try again
2,"Registering from the device is broken and it hit an error when I tried to log in, so the logging in progress dialog never went away. I tried to see if it was caused by weak signal but the app was full screen so I had to back out of it to check. Ultimately I had to force close to get it to stop."
4,"""Recent changes:""?"
5,"Massive improvement. Get the new version, it's officially must-have cool."
1,Doesn't work. Attempted to log a pothole and couldn't get past step 1.
2,No shutter button so can't take pictures please fix
1,"It is not possible to take a picture, so you can't use this software."
1,Poorly written. Numerous interface issues and camera does not work on MotoDroid. I sure hope the iPhone port is much better than this garbage.
1,Um...really? No shutter button?
0,Hello? What about phones with no dedicated camera button? Add a soft shutter button so I can actually use this app and rate! Great idea!
1,"How long does it take to add a freakin' soft shutter button?! Maybe now that there's been an iPhone update, Android is next?"
2,Sucks cause the creator forgot to add a shutter button to take a photo...lol
1,The app continued to run in the background. Had to delete in order to close. Has great promise though
2,A shame this doesn't fully work. Look forward to the developer fixing so citizens will fully utilize in their cities!
1,Broken app on moto droid. Hoped for better.
1,Need to create camera button! !?@?&_
1,Useless app. No shutter button to take pic so I can't make a report. Also keeps resetting my language to danish in settings. Not worth the download.
2,Pretty much useless without the ability to take a pic. No way to activate camera on HTC Evo.
2,"There's no way to login, please fix! Could be a useful app."
3,The add photo does not work on my Backflip.
2,"To many bugs,functions do not work. And how are we to know if the right people are seeing the problems?"
3,Good site - but the app needs lots of work. Only function that works is issues.
2,"Can't get the picture function to work & have been waiting for 3hours for one of their ""live techs"" to offer answers."
1,The problem with this app is that none of the features work and in most places its hard to know if govt will see the posts
4,"5 star idea, 3 star app. It needs work. The GPS is way off and gives errors when trying to find you. Otherwise, works on my G1."
3,Why does it have me in CF/JK I am in the south? How do you login?
4,"Heard on NPR, like the idea. Droid users: the developer tells me to use the center of the 5-way to take photos until they work out a better solution."
2,"Sounds good, but doesn't work. Forseclose each time I downloaded. Uninstalled twice and still won't open."
5,Heard you on NPR
3,Worked the first time I used it. Now camera will not take picture.
3,"Haven't used yet so rated 3 for now. Gareth, what are you talking about? I didn't need a Facebook account. (btw, Heard about this on NPR)."
1,App hangs all the time ... 3 force closes in under 2 mins of use
3,Lovely idea - but why do I need a Facebook account to become a member?
5,Great job guys!
